Municipio-poblacion;Fecha casos;Casos;Tasa;riesgo;Variacion diaria de tasa;Tendencia;Fuente de datos:;Link fuente de datos;Mensaje;Nivel;history_available;Alerta;Población;Comunidad
Serinyà;02/06/2021;1;88;MODERADO;-34,582;Descendente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;10;;1136;Cataluña
Riba-Roja D'Ebre;02/06/2021;1;88;MODERADO;0,0;Constante;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;7;;1126;Cataluña
Garriguella;02/06/2021;2;233;ALTO;-0,0;Descendente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;7;;855;Cataluña
Botarell;02/06/2021;2;187;ALTO;0,0;Constante;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;7;;1068;Cataluña
La Vall De Bianya;02/06/2021;1;79;MODERADO;-39,557;Descendente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;12;;1264;Cataluña
L'Albagés;02/06/2021;1;271;ALTO;-58,072;Descendente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;10;;369;Cataluña
Móra D'Ebre;02/06/2021;1;17;BAJO;-18,202;Descendente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;12;;5690;Cataluña
Montmajor;02/06/2021;1;215;ALTO;0,0;Creciente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;7;;464;Cataluña
Santa Susanna;02/06/2021;1;29;BAJO;-0,0;Descendente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;7;;3446;Cataluña
Hostalric;02/06/2021;1;23;BAJO;0,0;Constante;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;7;;4221;Cataluña
Corbins;02/06/2021;1;69;MODERADO;-27,206;Descendente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;10;;1444;Cataluña
Cornellà Del Terri;02/06/2021;1;42;MODERADO;-7,554;Descendente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;12;;2364;Cataluña
Pau;02/06/2021;1;178;ALTO;-38,265;Descendente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;10;;560;Cataluña
L'Arboç;02/06/2021;1;18;BAJO;-10,358;Descendente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;11;;5517;Cataluña
Peralada;02/06/2021;1;54;MODERADO;0,0;Constante;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;7;;1850;Cataluña
Pira;03/06/2021;1;202;ALTO;-0,0;Descendente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;7;;493;Cataluña
Llers;03/06/2021;1;80;MODERADO;0,0;Constante;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;7;;1239;Cataluña
Sant Pere Pescador;03/06/2021;2;97;MODERADO;0,0;Creciente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;13;;2042;Cataluña
Seva;03/06/2021;2;56;MODERADO;0,0;Constante;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;12;;3519;Cataluña
Centelles;03/06/2021;1;13;BAJO;-1,447;Descendente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;13;;7404;Cataluña
El Pla Del Penedès;03/06/2021;1;79;MODERADO;0,0;Creciente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;7;;1256;Cataluña
Llavorsí;03/06/2021;1;284;ALTO;0,0;Creciente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;8;;352;Cataluña
Bigues I Riells;03/06/2021;1;10;BAJO;-14,141;Descendente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;13;;9092;Cataluña
Bellvei;03/06/2021;1;45;MODERADO;0,0;Creciente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;11;;2203;Cataluña
La Vall De Boí;03/06/2021;1;97;MODERADO;0,0;Creciente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;7;;1021;Cataluña
Sant Julià Del Llor I Bonmatí;03/06/2021;1;77;MODERADO;-16,663;Descendente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;13;;1286;Cataluña
Miralcamp;03/06/2021;1;74;MODERADO;0,0;Constante;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;7;;1351;Cataluña
Vilabella;03/06/2021;1;135;ALTO;0,0;Creciente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;7;;736;Cataluña
Torres De Segre;03/06/2021;1;43;MODERADO;0,0;Creciente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;7;;2277;Cataluña
Ivars D'Urgell;03/06/2021;1;65;MODERADO;0,0;Constante;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;7;;1531;Cataluña
Naut Aran;03/06/2021;1;55;MODERADO;-9,904;Descendente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;13;;1803;Cataluña
Sant Gregori;03/06/2021;1;26;BAJO;-8,421;Descendente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;12;;3817;Cataluña
La Cellera De Ter;03/06/2021;3;154;ALTO;-5,506;Descendente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;13;;1946;Cataluña
Sant Martí De Centelles;03/06/2021;1;85;MODERADO;-36,724;Descendente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;13;;1167;Cataluña
Sant Pere De Vilamajor;03/06/2021;1;22;BAJO;-14,375;Descendente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;13;;4472;Cataluña
Sant Jordi Desvalls;03/06/2021;1;131;ALTO;-14,079;Descendente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;8;;761;Cataluña
Sant Quirze De Besora;03/06/2021;1;46;MODERADO;0,0;Constante;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;10;;2167;Cataluña
Corçà;03/06/2021;1;78;MODERADO;-107,115;Descendente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;13;;1267;Cataluña
Montbrió Del Camp;03/06/2021;1;34;MODERADO;-3,707;Descendente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;8;;2890;Cataluña
Torroella De Fluvià;03/06/2021;1;144;ALTO;0,0;Constante;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;7;;694;Cataluña
Ulldecona;04/06/2021;1;15;BAJO;0,0;Constante;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;7;;6300;Cataluña
L'Ampolla;04/06/2021;1;31;MODERADO;-15,601;Descendente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;14;;3205;Cataluña
El Pla De Santa Maria;05/06/2021;1;42;MODERADO;-9,209;Descendente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;15;;2327;Cataluña
La Riera De Gaià;05/06/2021;1;57;MODERADO;-22,526;Descendente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;14;;1744;Cataluña
Sant Antoni De Vilamajor;05/06/2021;1;16;BAJO;-43,078;Descendente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;15;;6135;Cataluña
Sant Joan De Les Abadesses;05/06/2021;1;30;MODERADO;-12,155;Descendente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;15;;3232;Cataluña
Campllong;05/06/2021;1;182;ALTO;0,0;Creciente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;7;;547;Cataluña
L'Albiol;06/06/2021;2;412;ALTO;-0,0;Descendente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;15;;485;Cataluña
Santa Cristina D'Aro;06/06/2021;1;19;BAJO;-10,257;Descendente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;16;;5223;Cataluña
Arenys De Munt;06/06/2021;1;11;BAJO;0,0;Creciente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;16;;8931;Cataluña
Ventalló;06/06/2021;1;116;ALTO;-20,788;Descendente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;16;;859;Cataluña
Tiana;06/06/2021;1;11;BAJO;0,0;Constante;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;13;;8840;Cataluña
Golmés;06/06/2021;1;54;MODERADO;0,0;Creciente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;16;;1840;Cataluña
Castellet I La Gornal;06/06/2021;2;87;MODERADO;-9,349;Descendente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;11;;2292;Cataluña
Tossa De Mar;06/06/2021;1;17;BAJO;-7,541;Descendente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;16;;5683;Cataluña
Fogars De Montclús;06/06/2021;1;212;ALTO;0,0;Creciente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;7;;470;Cataluña
Teià;06/06/2021;2;31;MODERADO;-0,0;Descendente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;16;;6397;Cataluña
La Palma De Cervelló;06/06/2021;1;33;MODERADO;0,0;Constante;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;11;;2954;Cataluña
Ullastret;06/06/2021;3;1034;CRÍTICO;-73,892;Descendente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;10;;290;Cataluña
Vilablareix;06/06/2021;1;34;MODERADO;-19,725;Descendente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;16;;2897;Cataluña
Capellades;06/06/2021;1;18;BAJO;0,0;Constante;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;7;;5293;Cataluña
Almoster;06/06/2021;1;74;MODERADO;0,0;Constante;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;9;;1351;Cataluña
Maspujols;06/06/2021;2;241;ALTO;-47,504;Descendente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;10;;827;Cataluña
Vilajuïga;06/06/2021;1;90;MODERADO;0,0;Creciente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;10;;1104;Cataluña
La Pobla De Mafumet;07/06/2021;1;25;BAJO;-7,319;Descendente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;9;;3904;Cataluña
Alp;07/06/2021;1;63;MODERADO;0,0;Creciente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;12;;1580;Cataluña
Deltebre;07/06/2021;2;17;BAJO;-0,933;Descendente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;8;;11482;Cataluña
Castellbell I El Vilar;07/06/2021;1;27;BAJO;0,0;Creciente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;13;;3647;Cataluña
Roda De Ter;07/06/2021;3;47;MODERADO;-7,935;Descendente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;15;;6301;Cataluña
Sils;07/06/2021;3;49;MODERADO;-42,789;Descendente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;17;;6093;Cataluña
Castellgalí;07/06/2021;3;145;ALTO;-19,052;Descendente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;17;;2062;Cataluña
Pinós;07/06/2021;2;696;CRÍTICO;0,0;Creciente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;15;;287;Cataluña
L'Aleixar;07/06/2021;1;114;ALTO;-130,911;Descendente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;13;;873;Cataluña
El Catllar;07/06/2021;1;22;BAJO;-4,814;Descendente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;11;;4451;Cataluña
Bràfim;07/06/2021;1;144;ALTO;-30,966;Descendente;Transparència Catalunya - Generalitat de Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Registre-de-casos-de-COVID-19-realitzats-a-Catalun/jj6z-iyrp;* Casos: Positivos PCR, Test de Antígeno y Test de Antígeno Rápido acumulados en los últimos 7 días.;Municipio;11;;692;Cataluña
